DEFECTID,XREL,YREL,XINDEX,YINDEX,XSIZE,YSIZE,DEFECTAREA,DSIZE,CLASSNUMBER,TEST,CLUSTERNUMBER,ROUGHBINNUMBER
769,627.382,419.505,-35,47,19.255,55.286,6400,120,0,2,0,4
770,24.562,1034.814,-35,52,15.383,31.507,6400,96.569,0,2,0,4
771,25.536,118.616,-35,47,16.518,36.646,6400,96.569,0,2,0,4
772,629.968,1006.826,-35,52,24.387,21.042,4800,96.569,0,2,0,4
773,641.683,690.263,-35,52,12.432,34.43,86.895,28.044,0,2,0,4
774,26.03,1031.914,-35,47,18.375,42.152,6400,96.569,0,2,0,4
775,626.661,130.464,-35,47,17.973,45.063,6400,96.569,0,2,0,4
776,629.868,1007.31,-35,47,24.391,25.713,4800,96.569,0,2,0,4
777,31.64,1035.379,-5,27,29.346,141.691,186.442,39.212,0,2,0,8
778,32.993,734.019,-30,52,21.997,32.518,54.881,21.314,0,2,0,4
779,25.365,114.765,-30,52,14.126,42.906,6400,96.569,0,2,0,4
780,635.518,687.156,-30,52,25.822,42.082,160.984,44.49,0,2,0,4
781,627.501,405.021,-30,52,20.309,46.864,6400,96.569,0,2,0,3
782,25.127,124.845,-10,57,16.585,46.602,6400,96.569,0,2,0,4
783,640.071,422.316,-10,57,12.135,61.977,4800,120,0,2,0,4
784,625.922,123.589,-30,57,17.551,32.879,6400,96.569,0,2,0,4
785,621.411,130.437,-10,57,7.928,29.352,6400,96.569,0,2,0,4
786,24.378,1035.166,-30,52,13.315,33.157,6400,96.569,0,2,0,4
787,23.468,1040.103,-10,57,14.846,29.339,6400,96.569,0,2,0,4
788,633.228,1020.63,-10,57,30.604,35.387,257.94,57.42,0,2,0,4
789,26.099,120.394,-30,57,19.129,41.792,6400,96.569,0,2,0,4
790,36.441,725.587,-10,57,21.04,17.214,24.696,10.913,0,2,0,4
791,632.926,1014.761,-30,57,30.605,25.824,275.318,53.118,0,2,0,4
792,629.97,137.46,-10,62,21.234,48.126,8000,129.218,0,2,0,4
793,632.926,412.714,-30,57,30.605,47.819,887.239,62.725,0,2,0,4
794,27.947,1033.218,-30,57,22.825,42.646,6400,96.569,0,2,0,4
795,24.313,114.777,-10,62,14.744,47.031,6400,96.569,0,2,0,4
796,632.127,1012.866,-10,62,29.148,37.041,4800,96.569,0,2,0,4
797,45.155,711.48,-10,62,3.825,11.478,28.355,11.431,0,2,0,4
798,30.17,427.204,-5,22,9.564,5.738,31.099,10.373,0,2,0,4
799,631.234,688.308,-10,62,22.125,29.388,4800,96.569,0,2,0,4
800,627.941,419.085,-10,62,20.776,68.954,6400,120,0,2,0,4
801,629.832,136.921,-30,62,23.621,48.553,8000,129.218,0,2,0,4
802,26.197,1038.323,-10,62,20.425,45.429,6400,96.569,0,2,0,4
803,28.548,1033.398,-10,67,25.371,39.608,6400,96.569,0,2,0,4
804,627.472,1015.901,-10,67,20.084,34.431,4800,96.569,0,2,0,4
805,26.911,1033.804,-30,62,20.538,59.097,6400,96.569,0,2,0,4
806,636.08,689.773,-10,67,24.866,41.122,221.352,46.207,0,2,0,4
807,633.624,423.277,-30,62,26.655,47.771,6400,120,0,2,0,4
808,628.559,417.644,-10,67,22.256,57.98,6400,120,0,2,0,4
809,27.802,121.034,-30,62,22.32,64.079,4800,96.569,0,2,0,4
810,24.713,117.976,-10,67,15.79,27.985,6400,96.569,0,2,0,4
811,629.748,1009.323,-30,62,24.986,30.037,4800,96.569,0,2,0,4
812,623.871,125.452,-10,67,12.47,25.89,6400,96.569,0,2,0,4
813,641.683,693.042,-30,67,13.39,28.694,150.922,39.336,0,2,0,4
814,632.598,406.605,-30,67,30.603,45.906,4800,96.569,0,2,0,4
815,623.771,122.198,-30,67,12.949,20.325,6400,96.569,0,2,0,4
816,630.708,690.058,-30,62,21.168,36.392,4800,96.569,0,2,0,4
817,23.812,125.101,-30,67,13.851,42.725,6400,96.569,0,2,0,4
818,31.677,1035.534,-5,22,29.346,141.69,155.566,24.866,0,2,0,8
819,641.402,692.361,-10,42,14.346,38.256,199.4,40.53,0,2,0,4
820,633.273,422.34,-10,42,27.735,49.417,6400,120,0,2,0,4
821,26.97,1031.401,-10,42,22.093,42.081,6400,96.569,0,2,0,4
822,633.12,1009.736,-30,42,30.605,26.779,295.441,49.407,0,2,0,4
823,631.36,1015.621,-10,42,27.735,31.561,4800,96.569,0,2,0,4
824,640.294,688.389,-30,42,16.258,38.256,140.861,40.428,0,2,0,4
825,631.814,417.044,-30,42,25.124,52.978,6400,120,0,2,0,4
826,23.74,114.078,-30,42,14.023,42.081,6400,96.569,0,2,0,4
827,625.253,118.057,-30,42,15.827,32.824,6400,96.569,0,2,0,4
828,43.982,727.409,-5,17,4.782,3.826,9.147,5.223,0,2,0,4
829,622.407,122.508,-10,47,8.201,26.146,6400,96.569,0,2,0,4
830,25.282,122.513,-10,47,14.274,30.066,6400,96.569,0,2,0,4
831,25.517,1030.573,-30,42,17.578,40.715,6400,96.569,0,2,0,4
832,632.314,419.625,-10,47,11.158,63.993,4800,120,0,2,0,4
833,623.847,125.991,-30,47,9.851,29.935,6400,96.569,0,2,0,4
834,26.755,1037.568,-10,47,21.219,42.887,6400,96.569,0,2,0,4
835,631.581,1016.929,-10,47,27.735,40.169,4800,96.569,0,2,0,4
836,31.071,422.799,-5,17,7.651,6.695,24.696,8.605,0,2,0,4
837,644.014,695.103,-10,47,9.564,47.819,156.41,43.411,0,2,0,4
838,25.546,113.966,-30,47,15.892,37.274,4800,96.569,0,2,0,4
839,631.8,1010.007,-10,52,28.791,28.957,4800,96.569,0,2,0,4
840,643.422,697.978,-10,52,9.172,44.748,4800,120,0,2,0,4
841,629.132,418.507,-10,52,15.805,70.86,8000,129.218,0,2,0,4
842,631.687,1008.939,-30,47,28.536,31.416,4800,96.569,0,2,0,4
843,28.186,110.943,-10,52,22.788,37.872,6400,96.569,0,2,0,4
844,26.507,1036.021,-30,47,18.929,44.975,6400,96.569,0,2,0,4
845,631.087,689.267,-30,47,21.28,34.477,4800,96.569,0,2,0,4
846,630.485,417.71,-30,47,26.131,45.166,6400,120,0,2,0,4
847,623.929,125.441,-10,52,12.245,27.71,6400,96.569,0,2,0,4
848,624.893,125.519,-30,52,11.902,27.105,6400,96.569,0,2,0,4
849,24.207,1033.638,-10,52,14.568,41.582,6400,96.569,0,2,0,4
850,31.622,1035.432,-5,17,29.346,141.691,174.59,32.517,0,2,0,8
851,625.154,125.301,-30,27,15.787,20.851,6400,96.569,0,2,0,4
852,44.595,723.707,-10,27,4.782,24.866,35.672,15.975,0,2,0,4
853,644.517,691.1,-30,27,7.65,42.081,126.226,34.135,0,2,0,4
854,26.954,1033.577,-10,27,22.102,52.601,6400,96.569,0,2,0,4
855,630.631,419.464,-30,27,18.602,52.642,6400,120,0,2,0,4
856,645.139,698.84,-10,27,5.873,44.95,4800,120,0,2,0,4
857,633.252,1016.362,-10,27,30.604,30.604,258.854,64.52,0,2,0,4
858,30.419,116.419,-30,27,26.022,38.288,6400,96.569,0,2,0,4
859,629.934,1011.489,-30,27,25.345,26.778,4800,96.569,0,2,0,4
860,642.85,693.13,-10,32,11.477,30.604,194.827,31.879,0,2,0,4
861,638.307,422.919,-10,32,10.042,61.146,4800,120,0,2,0,4
862,23.444,119.639,-10,32,13.102,34.158,6400,96.569,0,2,0,4
863,623.794,129.032,-10,32,9.56,27.385,4800,96.569,0,2,0,4
864,28.954,1037.885,-30,27,22.415,32.965,6400,96.569,0,2,0,4
865,636.644,423.264,-30,32,8.318,57.295,4800,120,0,2,0,4
866,23.88,119.462,-30,32,14.496,36.283,6400,96.569,0,2,0,4
867,626.07,134.793,-30,32,17.649,51.645,9599.999,129.218,0,2,0,4
868,27.228,1040.476,-10,32,22.582,27.382,6400,96.569,0,2,0,4
869,643.068,692.846,-30,32,10.519,32.517,136.287,33.251,0,2,0,4
870,633.286,1022.606,-10,32,30.604,35.386,297.271,74.429,0,2,0,4
871,624.479,136.119,-10,37,13.841,49.213,8000,129.218,0,2,0,4
872,30.12,426.442,-5,12,7.651,5.737,27.44,8.605,0,2,0,4
873,26.458,1041.292,-30,32,18.23,38.501,6400,96.569,0,2,0,4
874,633.024,1018.018,-30,32,30.603,28.692,234.158,55.286,0,2,0,4
875,24.945,121.221,-10,37,15.785,36.135,6400,96.569,0,2,0,4
876,625.951,137.531,-30,37,13.079,52.449,8000,129.218,0,2,0,4
877,25.152,1037.635,-30,37,14.521,39.449,6400,96.569,0,2,0,4
878,630.06,1008.984,-30,37,25.614,28.605,4800,96.569,0,2,0,4
879,640.206,689.985,-30,37,16.258,53.557,117.994,32.837,0,2,0,4
880,27.603,119.107,-30,37,21.786,58.061,6400,96.569,0,2,0,4
881,641.457,690.33,-10,37,14.346,49.732,161.898,39.108,0,2,0,4
882,629.296,421.625,-30,37,23.951,54.486,6400,120,0,2,0,4
883,628.82,420.207,-10,37,21.677,57.324,6400,120,0,2,0,4
884,24.482,130.311,-10,42,15.204,44.336,6400,96.569,0,2,0,4
885,27.149,1032.717,-10,37,22.341,52.601,6400,96.569,0,2,0,4
886,622.08,127.597,-10,42,9.176,25.356,6400,96.569,0,2,0,4
887,630.045,1014.989,-10,37,21.171,39.284,4800,96.569,0,2,0,4
888,633.577,415.075,-5,12,28.889,142.086,82.303,21.041,0,2,0,8
889,31.628,1034.772,-5,12,29.346,141.691,175.525,31.561,0,2,0,8
890,632.69,418.231,-10,17,29.648,62.164,314.65,55.771,0,2,0,4
891,633.168,1018.844,-10,17,30.604,33.474,281.721,62.93,0,2,0,4
892,27.094,1033.815,-10,17,22.444,33.548,6400,96.569,0,2,0,4
893,24.142,1034.909,-30,17,14.351,28.643,6400,96.569,0,2,0,4
894,628.075,1013.963,-30,17,18.12,29.091,4800,96.569,0,2,0,4
895,623.823,123.407,-30,17,13.542,40.247,6400,96.569,0,2,0,4
896,643.211,692.237,-10,17,10.52,40.169,165.557,38.904,0,2,0,4
897,640.962,692.897,-30,17,14.347,32.516,103.359,30.702,0,2,0,4
898,639.796,414.932,-30,17,2.821,56.738,4800,120,0,2,0,4
899,25.753,114.448,-30,17,18.625,37.628,6400,96.569,0,2,0,4
900,626.612,137.435,-10,22,17.933,51.338,8000,129.218,0,2,0,4
901,24.332,117.829,-10,22,13.456,30.987,6400,96.569,0,2,0,4
902,628.659,420.157,-10,22,22.225,57.716,6400,120,0,2,0,4
903,646.213,696.582,-10,22,3.145,48.395,4800,120,0,2,0,4
904,29.983,432.876,-5,2,7.651,5.741,21.038,8.605,0,2,0,4
905,23.057,1036.94,-10,22,14.314,45.938,6400,96.569,0,2,0,4
906,629.246,1011.374,-10,22,23.306,32.998,4800,96.569,0,2,0,4
907,26.109,118.052,-10,27,18.5,42.516,6400,96.569,0,2,0,4
908,628.948,124.928,-10,27,22.953,21.836,6400,96.569,0,2,0,4
909,628.764,421.003,-30,22,21.324,58.908,6400,120,0,2,0,4
910,24.406,116.847,-30,22,15.068,42.265,6400,96.569,0,2,0,4
911,627.044,138.337,-30,22,19.587,53.275,9599.999,129.218,0,2,0,4
912,640.182,691.467,-30,22,16.258,56.427,126.226,41.399,0,2,0,4
913,26.538,1035.692,-30,22,18.412,52.752,4800,96.569,0,2,0,4
914,633.073,424.789,-10,27,13.425,50.495,4800,120,0,2,0,4
915,629.42,1011.57,-30,22,24.382,35.003,4800,96.569,0,2,0,4
916,31.827,115.7,-5,2,27.831,141.3,0,0,0,2,0,8
917,31.49,1035.469,-5,2,29.346,141.693,219.971,36.343,0,2,0,8
918,323.104,214.934,-24,0,24.866,15.305,191.168,26.34,0,2,0,2
919,645.326,699.356,-10,2,5.271,46.017,4800,120,0,2,0,4
920,27.14,124.559,-10,2,19.819,28.984,6400,96.569,0,2,0,4
921,631.175,423.743,-10,2,19.465,55.023,6400,120,0,2,0,4
922,632.181,1020.278,-10,2,28.692,30.605,214.035,60.973,0,2,0,4
923,625.762,135.735,-30,2,17.145,51.647,8000,129.218,0,2,0,3
924,632.968,1017.524,-30,2,30.603,37.3,240.561,78.211,0,2,0,4
925,27.388,1036.118,-10,2,18.735,52.803,6400,96.569,0,2,0,4
926,630.578,694.266,-30,2,21.042,30.605,4800,96.569,0,2,0,4
927,634.288,422.954,-30,2,2.638,46.516,4800,120,0,2,0,4
928,23.909,118.153,-30,2,14.662,39.436,6400,96.569,0,2,0,4
929,26.986,123.649,-30,7,20.905,48.546,6400,96.569,0,2,0,4
930,626.308,139.612,-30,7,17.878,50.407,6400,129.218,0,2,0,4
931,29.052,1035.462,-30,2,22.802,37.785,6400,96.569,0,2,0,4
932,635.229,418.768,-30,7,7.08,56.505,4800,120,0,2,0,4
933,643.448,687.075,-30,7,9.563,24.866,99.7,22.361,0,2,0,4
934,27.8,1039.692,-30,7,19.468,33.566,6400,96.569,0,2,0,4
935,624.389,1034.034,-30,7,14.484,26.239,6400,96.569,0,2,0,4
936,31.569,432.575,-10,2,7.651,4.784,21.038,8.605,0,2,0,4
937,24.108,129.95,-10,12,14.364,46.86,6400,96.569,0,2,0,4
938,625.878,138.057,-10,12,16.678,54.63,8000,129.218,0,2,0,4
939,623.345,127.09,-10,17,11.913,28.812,6400,96.569,0,2,0,4
940,26.648,1040.135,-30,12,20.555,45.988,6400,96.569,0,2,0,4
941,639.31,695.276,-10,12,12.885,50.653,4800,120,0,2,0,4
942,628.8,1024.583,-30,12,23.226,51.224,8000,129.218,0,2,0,4
943,636.039,417.292,-10,12,10.071,47.112,4800,120,0,2,0,4
944,633.018,1025.846,-10,12,30.251,52.13,6400,120,0,2,0,4
945,633.7,421.301,-30,12,7.629,45.475,4800,120,0,2,0,4
946,25.128,124.508,-30,12,17.519,38.572,6400,96.569,0,2,0,4
947,25.235,121.106,-10,17,15.827,26.182,6400,96.569,0,2,0,4
948,624.311,141.067,-30,12,13.906,51.83,9599.999,129.218,0,2,0,4
949,25.546,1033.604,-10,12,19.152,52.338,6400,96.569,0,2,0,4
950,31.858,115.876,-10,2,27.832,141.3,0,0,0,2,0,8
951,31.522,1035.645,-10,2,29.346,141.689,212.871,31.561,0,2,0,8
952,630.343,134.068,-5,27,25.02,51.95,8000,129.218,0,2,0,4
953,623.965,1032.476,-5,32,12.199,17.86,4800,96.569,0,2,0,4
954,636.516,699.019,-5,32,22.953,41.125,200.315,49.224,0,2,0,4
955,637.253,420.457,-5,32,3.414,54.965,4800,120,0,2,0,4
956,633.075,426.157,-5,27,8.989,60.097,4800,120,0,2,0,4
957,26.528,116.138,-5,27,18.277,35.446,6400,96.569,0,2,0,4
958,24.602,1039,-5,32,13.931,30.75,6400,96.569,0,2,0,4
959,627.118,135.156,-5,22,18.305,53.731,9599.999,129.218,0,2,0,4
960,29.514,1029.504,-5,27,17.12,42.493,6400,96.569,0,2,0,4
961,633.614,1017.62,-5,27,30.604,31.561,204.888,54.337,0,2,0,4
962,636.961,692.925,-5,27,21.997,38.256,117.079,44.675,0,2,0,4
963,41.443,744.477,-30,2,4.782,3.826,9.147,5.223,0,2,0,4
964,637.955,691.647,-5,22,20.084,52.602,211.291,53.075,0,2,0,4
965,633.552,421.091,-5,22,7.779,53.4,4800,120,0,2,0,4
966,24.569,116.533,-5,22,15.115,38.685,6400,96.569,0,2,0,4
967,624.831,1012.331,-5,22,13.895,32.563,4800,96.569,0,2,0,4
968,23.453,1031.374,-5,22,12.608,36.95,6400,96.569,0,2,0,4
969,636.943,695.37,-5,17,21.997,35.387,186.595,42.731,0,2,0,4
970,635.623,419.571,-5,17,4.411,46.289,4800,120,0,2,0,4
971,24.706,428.391,-30,2,7.65,4.78,21.952,8.239,0,2,0,4
972,30.165,117.391,-5,17,27.836,39.528,6400,96.569,0,2,0,4
973,627.872,128.442,-5,17,20.114,29.116,6400,96.569,0,2,0,4
974,25.883,1029.5,-5,17,19.272,35.641,6400,96.569,0,2,0,4
975,633.595,1018.627,-5,17,30.604,33.472,305.503,72.552,0,2,0,4
976,640.637,697.798,-5,2,14.346,43.995,167.386,36.132,0,2,0,4
977,633.384,423.653,-5,2,11.316,54.226,4800,120,0,2,0,4
978,25.573,119.938,-5,2,17.864,26.375,6400,96.569,0,2,0,4
979,630.062,696.694,-5,12,18.743,47.672,8000,129.218,0,2,0,4
980,635.036,424.848,-5,12,24.866,57.701,6400,120,0,2,0,4
981,23.669,122.911,-5,12,13.364,30.205,6400,96.569,0,2,0,4
982,630.738,139.028,-5,2,17.884,46.383,6400,120,0,2,0,4
983,627.246,138.327,-5,12,15.58,54.026,8000,129.218,0,2,0,4
984,629.246,138.966,-10,2,18.303,45.906,6400,120,0,2,0,4
985,27.134,1033.981,-5,12,21.762,51.151,6400,96.569,0,2,0,4
986,625.429,1031.274,-5,12,15.217,38.366,6400,96.569,0,2,0,4
987,27.521,1035.333,-5,2,21.183,48.626,6400,96.569,0,2,0,4
988,624.658,1035.165,-5,2,10.894,20.13,6400,96.569,0,2,0,4
989,31.933,115.509,-30,2,27.832,141.3,127.501,28.692,0,2,0,8
990,31.595,1035.286,-30,2,29.346,141.689,250.979,33.474,0,2,0,8
991,23.885,111.472,-5,52,15.531,36.821,6400,96.569,0,2,0,4
992,624.65,126.839,-5,52,13.184,23.531,6400,96.569,0,2,0,4
993,26.835,1032.267,-5,57,21.149,38.786,6400,96.569,0,2,0,4
994,36.682,716.628,-5,52,19.128,16.258,39.331,21.186,0,2,0,4
995,635.859,700.371,-5,52,23.91,41.124,164.642,49.989,0,2,0,4
996,628.163,422.332,-5,47,20.115,48.206,6400,120,0,2,0,4
997,631.997,425.205,-5,52,7.577,57.936,4800,120,0,2,0,4
998,31.362,124.738,-5,47,28.692,56.427,387.824,55.609,0,2,0,4
999,625.428,124.488,-5,47,14.644,33.931,6400,96.569,0,2,0,4
1000,27.118,1028.171,-5,52,21.997,53.078,6400,96.569,0,2,0,4
1001,629.204,1007.943,-5,52,23.033,18.938,4800,96.569,0,2,0,4
1002,44.749,724.374,-30,7,3.824,3.826,7.317,5.014,0,2,0,4
1003,643.45,700.005,-5,47,9.564,38.256,128.97,31.716,0,2,0,4
1004,627.351,1012.586,-5,47,15.94,25.503,4800,96.569,0,2,0,4
1005,28.51,1035.556,-5,47,18.929,29.137,6400,96.569,0,2,0,4
1006,28.011,117.499,-5,42,22.475,30.767,6400,96.569,0,2,0,4
1007,624.68,129.1,-5,42,13.633,25.733,6400,96.569,0,2,0,4
1008,25.62,428.85,-30,7,7.652,5.739,22.867,8.605,0,2,0,4
1009,635.927,421.444,-5,42,1.016,48.429,4800,120,0,2,0,4
1010,24.956,1033.042,-5,37,15.869,42.715,6400,96.569,0,2,0,4
1011,629.76,1011.546,-5,37,19.165,29.593,4800,96.569,0,2,0,4
1012,633.644,1016.966,-5,42,30.604,31.561,246.963,65.972,0,2,0,4
1013,639.783,692.086,-5,37,16.259,53.558,186.595,53.861,0,2,0,4
1014,639.86,692.271,-5,42,16.259,38.256,193.912,41.728,0,2,0,4
1015,633.542,424.312,-5,37,7.844,50.5,4800,120,0,2,0,4
1016,28.739,1030.314,-4,38,24.866,35.387,382.336,50.287,0,2,0,4
1017,22.549,115.144,-5,37,12.662,46.385,6400,96.569,0,2,0,4
1018,627.231,135.929,-5,37,18.291,51.449,9599.999,129.218,0,2,0,4
1019,623.5,128.9,-4,38,12.207,44.915,6400,96.569,0,2,0,4
1020,621.885,152.842,-5,32,8.037,19.286,4800,96.569,0,2,0,4
1021,25.234,1032.885,-5,42,17.878,40.434,6400,96.569,0,2,0,4
1022,27.25,122.969,-5,32,21.905,39.56,6400,96.569,0,2,0,4
1023,31.552,1035.266,-30,7,29.346,141.691,224.473,30.604,0,2,0,8
1024,625.664,122.64,0,67,13.42,30.952,6400,96.569,0,2,0,4
1025,639.776,693.546,-15,67,17.215,33.474,204.888,38.139,0,2,0,4
1026,629.385,413.097,0,67,20.674,57.156,8000,129.218,0,2,0,4
1027,30.079,1033.066,-15,67,25.823,48.775,442.705,55.464,0,2,0,4
1028,628.01,1009.749,-15,67,21.417,21.767,4800,96.569,0,2,0,4
1029,44.425,716.023,-15,67,4.782,13.39,33.843,13.356,0,2,0,4
1030,23.433,114.835,0,67,13.465,40.207,6400,96.569,0,2,0,4
1031,31.046,1031.515,0,67,27.735,45.906,354.895,56.222,0,2,0,4
1032,629.682,1018.679,0,67,24.74,43.846,6400,120,0,2,0,4
1033,635.483,694.39,0,67,25.823,37.3,252.451,48.907,0,2,0,4
1034,35.828,723.558,0,67,21.997,13.39,42.99,14.694,0,2,0,4
1035,498.801,449.801,2,71,15.349,20.168,4800,96.569,0,2,0,2
1036,45.14,724.342,-10,12,3.826,6.695,14.635,6.695,0,2,0,4
1037,625.506,123.253,-5,67,12.22,25.345,6400,96.569,0,2,0,4
1038,24.233,117.202,-5,67,16.105,26.676,6400,96.569,0,2,0,4
1039,632.812,421.265,-5,67,12.911,50.449,4800,120,0,2,0,4
1040,641.18,693.952,-5,67,13.389,38.254,191.168,47.969,0,2,0,4
1041,27.292,1029.12,-5,67,22.223,40.073,6400,96.569,0,2,0,4
1042,626.834,1013.39,-5,67,18.171,29.652,4800,96.569,0,2,0,4
1043,31.273,426.428,-10,12,6.695,5.737,23.782,8.395,0,2,0,4
1044,42.959,717.862,-5,67,6.695,17.216,34.758,15.373,0,2,0,4
1045,632.808,139.394,-5,62,26.31,43.919,8000,129.218,0,2,0,4
1046,27.143,1038.488,-5,62,17.184,45.62,6400,96.569,0,2,0,4
1047,632.341,1011.187,-5,62,28.159,33.108,4800,96.569,0,2,0,4
1048,36.722,716.327,-5,62,19.128,19.127,28.355,14.367,0,2,0,4
1049,640.304,691.527,-5,57,15.302,29.648,154.581,33.848,0,2,0,4
1050,638.392,422.783,-5,57,19.128,64.077,118.908,35,0,2,0,4
1051,25.483,119.607,-5,57,18.444,36.343,6400,96.569,0,2,0,4
1052,24.674,119.761,-5,62,15.576,31.998,6400,96.569,0,2,0,4
1053,634.563,696.691,-5,62,25.626,47.886,6400,120,0,2,0,4
1054,633.61,1020.044,-5,57,30.604,34.43,222.267,63.643,0,2,0,4
1055,621.992,130.855,-5,57,8.325,24.405,4800,96.569,0,2,0,4
1056,633.6,423.109,-5,62,14.529,49.549,4800,120,0,2,0,4
1057,31.703,1035.715,-10,12,29.346,141.691,166.693,31.561,0,2,0,8
1058,635.957,692.73,0,52,24.866,51.645,193.912,58.34,0,2,0,4
1059,632.408,413.943,0,52,30.2,63.122,8000,129.218,0,2,0,4
1060,626.764,124.464,-15,57,19.211,32.867,6400,96.569,0,2,0,4
1061,639.156,696.689,-15,57,18.171,40.169,144.519,48.195,0,2,0,4
1062,24.267,1033.843,0,52,14.138,38.887,4800,96.569,0,2,0,4
1063,632.461,421.603,-15,57,30.604,62.874,6400,120,0,2,0,4
1064,630.512,1007.085,0,52,26.408,19.718,4800,96.569,0,2,0,4
1065,28.501,127.636,-15,57,22.954,51.645,286.295,49.252,0,2,0,4
1066,26.999,1036.535,-15,57,20.283,23.539,6400,96.569,0,2,0,4
1067,632.939,1018.99,-15,57,30.604,34.43,278.062,62.193,0,2,0,4
1068,44.583,717.793,-30,12,3.824,3.824,7.317,5.014,0,2,0,4
1069,643.762,686.233,-30,12,8.606,13.39,72.26,14.273,0,2,0,4
1070,632.986,135.158,0,57,30.261,52.107,8000,129.218,0,2,0,4
1071,36.985,725.958,0,57,20.084,17.216,21.952,10.547,0,2,0,4
1072,437.039,871.81,0,57,386.73,405.508,83199.992,520.833,0,2,0,1
1073,639.51,698.224,0,57,18.171,43.995,235.073,49.152,0,2,0,4
1074,25.456,425.137,-30,12,7.652,5.737,25.611,9.072,0,2,0,4
1075,633.054,421.025,0,57,30.126,60.562,6400,120,0,2,0,4
1076,26.026,121.203,0,57,18.251,38.572,6400,96.569,0,2,0,4
1077,28.555,1038.031,0,57,22.82,36.194,4800,96.569,0,2,0,4
1078,634.476,696.156,0,62,27.212,48.298,6400,120,0,2,0,4
1079,35.515,436.261,0,62,22.954,20.084,49.393,20.745,0,2,0,4
1080,635.593,412.687,0,62,13.813,63.992,4800,120,0,2,0,4
1081,627.85,122.972,-15,67,17.272,19.363,6400,96.569,0,2,0,4
1082,35.994,716.48,0,62,21.997,21.999,44.819,21.334,0,2,0,4
1083,630.795,1010.386,-15,62,27.458,31.597,4800,96.569,0,2,0,4
1084,24.517,1037.644,0,62,15.303,48.187,6400,96.569,0,2,0,4
1085,631.732,693.628,-15,62,21.682,39.631,4800,96.569,0,2,0,4
1086,629.406,416.468,-15,62,19.9,65.685,8000,129.218,0,2,0,4
1087,632.541,1019.597,0,62,30.126,51.533,8000,129.218,0,2,0,4
1088,27.64,111.214,-15,62,22.371,42.664,6400,96.569,0,2,0,4
1089,630.886,137.355,-15,62,23.93,48.492,8000,129.218,0,2,0,4
1090,630.125,419.284,-15,67,25.648,49.58,6400,120,0,2,0,4
1091,25.116,124.097,0,62,13.146,43.804,6400,96.569,0,2,0,4
1092,632.614,133.765,0,62,27.522,53.543,8000,129.218,0,2,0,4
1093,26.217,123.081,-15,67,17.311,28.755,6400,96.569,0,2,0,4
1094,27.496,1032.73,-15,62,19.099,40.611,6400,96.569,0,2,0,4
1095,633.338,415.684,-30,12,28.889,142.086,0,0,0,2,0,8
1096,31.388,1035.379,-30,12,29.346,141.691,150.777,26.779,0,2,0,8
1097,24.706,1034.106,-15,42,15.749,32.62,4800,96.569,0,2,0,4
1098,37.74,720.5,-15,42,18.171,21.041,38.417,18.075,0,2,0,4
1099,630.193,1014.655,-15,42,25.763,34.301,4800,96.569,0,2,0,4
1100,28.994,119.266,0,42,24.376,46.864,6400,96.569,0,2,0,4
1101,27.799,1032.293,0,42,20.825,31.459,4800,96.569,0,2,0,4
1102,623.679,123.371,0,42,12.521,20.38,6400,96.569,0,2,0,4
1103,624.414,1014.164,0,42,13.995,29.084,4800,96.569,0,2,0,4
1104,639.893,693.577,0,42,17.215,35.386,171.96,45.425,0,2,0,4
1105,629.138,421.594,0,42,19.615,46.145,6400,120,0,2,0,4
1106,624.679,127.78,-15,47,14.486,31.764,6400,96.569,0,2,0,4
1107,628.853,425.576,-15,47,19.934,51.615,6400,120,0,2,0,4
1108,28.177,111.679,-15,47,22.707,39.734,6400,96.569,0,2,0,4
1109,631.781,687.642,-15,47,19.128,26.779,4800,96.569,0,2,0,4
1110,630.218,1013.086,-15,47,25.564,31.977,4800,96.569,0,2,0,4
1111,32.078,422.536,-10,17,8.607,5.739,22.867,9.489,0,2,0,4
1112,24.629,1036.781,-15,52,15.184,40.419,6400,96.569,0,2,0,4
1113,630.796,1010.339,-15,52,27.1,29.438,6400,96.569,0,2,0,4
1114,637.809,693.191,-15,52,21.04,54.514,171.96,56.574,0,2,0,4
1115,629.459,415.362,0,47,21.941,54.768,6400,120,0,2,0,4
1116,623.646,124.425,-15,52,12.8,25.436,6400,96.569,0,2,0,4
1117,24.973,116.526,0,47,16.105,36.717,6400,96.569,0,2,0,4
1118,627.513,421.539,-15,52,19.992,51.567,6400,120,0,2,0,4
1119,624.304,126.346,0,47,13.542,24.796,6400,96.569,0,2,0,4
1120,23.787,1030.556,-15,47,11.76,36.232,4800,96.569,0,2,0,4
1121,24.157,114.597,-15,52,15.044,22.036,6400,96.569,0,2,0,4
1122,26.879,122.23,0,52,19.339,45.824,6400,96.569,0,2,0,4
1123,27.05,1035.447,0,47,14.521,29.686,4800,96.569,0,2,0,4
1124,626.619,1013.672,0,47,18.171,28.214,4800,96.569,0,2,0,4
1125,625.161,120.865,0,52,15.706,21.679,6400,96.569,0,2,0,4
1126,641.808,703.507,0,47,4.534,60.818,4800,120,0,2,0,4
1127,633.502,415.948,-10,17,28.889,142.084,78.012,17.215,0,2,0,8
1128,31.552,1035.645,-10,17,29.346,141.691,141.838,24.866,0,2,0,8
