DEFECTID,XREL,YREL,XINDEX,YINDEX,XSIZE,YSIZE,DEFECTAREA,DSIZE,CLASSNUMBER,TEST,CLUSTERNUMBER,ROUGHBINNUMBER
46,633.764,414.877,55,37,28.889,142.085,253.809,41.125,0,2,0,8
47,31.811,1034.573,55,37,29.346,141.691,133.301,30.604,0,2,0,8
48,478.876,79.046,51,35,25.822,14.346,225.926,26.492,0,2,0,2
49,633.602,1035.461,56,47,30.605,143.459,3059.601,143.591,0,2,0,4
50,634.083,715.88,56,47,28.553,140.614,1893.583,62.165,0,2,0,8
51,634.181,1035.718,56,47,28.648,140.961,2645.631,114.767,0,2,0,8
52,634.074,1035.878,49,55,28.648,140.961,190.412,25.822,0,2,0,8
53,601.451,1058.86,53,51,62.164,115.723,3644.081,120.44,0,2,0,29
54,34.01,442.177,50,47,9.563,4.782,25.611,9.564,0,2,0,4
55,634.244,1035.873,50,47,28.648,140.961,187.661,33.474,0,2,0,8
56,634.002,415.984,50,47,28.889,142.085,276.861,43.037,0,2,0,8
57,633.936,115.855,50,47,29.282,141.643,193.607,41.125,0,2,0,8
58,32.049,1035.681,50,47,29.346,141.689,156.626,28.692,0,2,0,8
59,644.33,689.054,45,52,8.606,42.08,165.557,42.081,0,2,0,4
60,634.154,1035.525,45,52,28.648,140.961,203.72,34.43,0,2,0,8
61,633.904,415.636,45,52,28.889,142.084,283.806,44.95,0,2,0,8
62,633.846,115.507,45,52,29.278,141.642,198.487,42.081,0,2,0,8
63,635.885,130.864,50,42,23.911,47.819,363.128,48.555,0,2,0,4
64,634.073,1035.864,50,42,28.648,140.962,209.961,36.343,0,2,0,8
65,633.83,415.977,50,42,28.889,142.085,277.897,42.081,0,2,0,8
66,633.764,115.847,50,42,29.282,141.642,185.003,40.168,0,2,0,8
67,31.877,1035.674,50,42,29.346,141.691,211.081,29.648,0,2,0,8
68,35.651,448.183,50,37,11.475,7.651,36.587,12.453,0,2,0,4
69,633.971,1035.662,50,37,28.652,140.961,186.901,33.474,0,2,0,8
70,633.725,415.775,50,37,28.889,142.085,246.968,41.125,0,2,0,8
71,633.662,115.646,50,37,29.282,141.642,181.23,38.256,0,2,0,8
72,31.776,1035.472,50,37,29.346,141.691,184.666,27.735,0,2,0,8
73,634.416,1034.429,45,47,28.648,140.961,176.501,35.386,0,2,0,8
74,634.174,414.542,45,47,28.889,142.084,289.92,44.95,0,2,0,8
75,634.104,114.414,45,47,29.282,141.642,198.229,42.081,0,2,0,8
76,32.326,439.656,50,32,6.695,5.738,22.867,7.722,0,2,0,4
77,473.926,1037.325,49,32,130.07,125.287,253.366,180.168,0,2,0,29
78,634.002,1035.743,50,32,28.648,140.961,162.668,31.561,0,2,0,8
79,633.752,415.855,50,32,28.889,142.085,239.54,41.125,0,2,0,8
80,633.694,115.726,50,32,29.282,141.642,176.668,40.168,0,2,0,8
81,31.811,1035.552,50,32,29.346,141.691,185.843,28.692,0,2,0,8
82,487.678,306.304,50,29,12.436,16.259,149.093,17.29,0,2,0,2
83,313.533,651.312,48,28,18.173,46.863,562.528,47.029,0,2,0,2
84,32.318,435.102,45,42,8.606,4.782,21.952,9.489,0,2,0,4
85,634.229,1034.537,45,42,28.652,140.962,198.855,36.343,0,2,0,8
86,633.986,414.649,45,42,28.893,142.085,272.851,42.081,0,2,0,8
87,633.92,114.519,45,42,29.282,141.643,185.175,39.212,0,2,0,8
88,32.033,1034.346,45,42,29.346,141.691,163.492,26.779,0,2,0,8
89,32.201,115.84,50,27,27.832,141.299,102.74,21.041,0,2,0,8
90,634.061,1035.8,50,27,28.652,140.961,185.232,31.561,0,2,0,8
91,633.811,415.913,50,27,28.889,142.085,232.286,40.168,0,2,0,8
92,633.748,115.784,50,27,29.282,141.643,181.947,43.994,0,2,0,8
93,31.866,1035.611,50,27,29.346,141.691,288.16,41.125,0,2,0,8
94,32.139,449.578,45,37,6.695,3.826,12.806,6.99,0,2,0,4
95,634.049,1034.189,45,37,28.652,140.961,186.178,32.517,0,2,0,8
96,633.807,414.302,45,37,28.889,142.085,273.042,42.081,0,2,0,8
97,633.74,114.172,45,37,29.282,141.642,195.48,42.081,0,2,0,8
98,31.854,1033.998,45,37,29.346,141.691,159.623,28.692,0,2,0,8
99,634.131,1035.847,50,22,28.652,140.961,253.366,36.343,0,2,0,8
100,633.877,415.961,50,22,28.889,142.085,231.709,40.168,0,2,0,8
101,633.819,115.831,50,22,29.282,141.642,165.114,37.299,0,2,0,8
102,31.936,1035.656,50,22,29.346,141.69,232.065,34.43,0,2,0,8
103,635.318,700.72,45,32,26.779,43.038,304.588,43.037,0,2,0,4
104,30.401,439.626,45,32,4.784,4.782,14.635,5.69,0,2,0,4
105,634.225,1034.279,45,32,28.648,140.961,157.18,31.561,0,2,0,8
106,633.979,414.391,45,32,28.889,142.085,276.068,42.081,0,2,0,8
107,633.916,114.262,45,32,29.278,141.642,195.122,41.125,0,2,0,8
108,32.026,1034.088,45,32,29.346,141.691,148.898,25.822,0,2,0,8
109,28.44,1027.07,45,27,21.999,35.386,310.991,37.952,0,2,0,4
110,642.92,693.769,45,27,11.478,40.168,201.229,40.168,0,2,0,4
111,45.662,417.372,45,27,4.78,7.651,14.635,8.239,0,2,0,4
112,634.182,1035.456,45,27,28.648,140.961,184.316,31.561,0,2,0,8
113,633.932,415.569,45,27,28.889,142.085,256.744,41.125,0,2,0,8
114,633.869,115.44,45,27,29.282,141.643,206.746,45.907,0,2,0,8
115,31.983,1035.266,45,27,29.346,141.691,245.637,33.474,0,2,0,8
116,26.486,1025.245,45,22,18.173,35.386,236.902,35.386,0,2,0,4
117,44.182,409.809,45,22,5.737,7.651,23.782,8.605,0,2,0,4
118,634.139,1035.545,45,22,28.648,140.962,220.205,32.517,0,2,0,8
119,633.893,415.656,45,22,28.889,142.085,247.213,42.081,0,2,0,8
120,633.826,115.528,45,22,29.282,141.643,191.653,41.125,0,2,0,8
121,31.943,1035.354,45,22,29.346,141.691,207.226,39.212,0,2,0,8
122,37.928,440.385,45,17,4.784,3.826,7.317,5.69,0,2,0,4
123,32.24,115.553,45,17,27.832,141.298,81.882,16.259,0,2,0,8
124,634.1,1035.514,45,17,28.648,140.963,222.433,33.474,0,2,0,8
125,633.858,415.627,45,17,28.889,142.086,267.123,42.081,0,2,0,8
126,633.791,115.498,45,17,29.282,141.644,198.187,40.168,0,2,0,8
127,31.904,1035.323,45,17,29.346,141.691,211.119,28.692,0,2,0,8
128,633.803,715.887,40,12,28.553,140.615,115.271,23.91,0,2,0,8
129,633.9,1035.723,40,12,28.648,140.961,224.055,33.474,0,2,0,8
130,633.65,415.834,40,12,28.889,142.084,258.337,41.125,0,2,0,8
131,633.588,115.706,40,12,29.282,141.642,181.16,41.125,0,2,0,8
132,99.576,347.063,39,16,5.741,18.171,50.307,18.171,0,2,0,6
133,637.935,134.284,40,17,20.084,43.995,315.564,43.994,0,2,0,4
134,633.85,1035.457,40,17,28.648,140.961,158.492,31.561,0,2,0,8
135,633.6,415.573,40,17,28.889,142.084,247.354,39.212,0,2,0,8
136,633.541,115.442,40,17,29.282,141.642,198.625,44.95,0,2,0,8
137,31.656,1035.27,40,17,29.346,141.691,105.127,19.128,0,2,0,8
138,633.955,1035.54,40,22,28.648,140.962,208.008,32.517,0,2,0,8
139,633.709,415.652,40,22,28.889,142.085,265.606,42.081,0,2,0,8
140,633.646,115.523,40,22,29.282,141.643,158.58,39.212,0,2,0,8
141,31.764,1035.35,40,22,29.346,141.691,167.791,27.735,0,2,0,8
142,28.305,1025.238,40,27,22.953,33.473,325.626,36.122,0,2,0,4
143,633.92,1035.537,40,27,28.648,140.961,142.782,31.561,0,2,0,8
144,633.674,415.65,40,27,28.889,142.085,254.808,41.125,0,2,0,8
145,633.611,115.521,40,27,29.278,141.642,155.113,39.212,0,2,0,8
146,31.723,1035.347,40,27,29.346,141.691,202.656,36.343,0,2,0,8
147,633.955,1034.617,40,32,28.648,140.961,140.053,32.517,0,2,0,8
148,633.713,414.73,40,32,28.889,142.085,262.59,43.037,0,2,0,8
149,633.646,114.601,40,32,29.282,141.642,177.619,44.95,0,2,0,8
150,31.76,1034.427,40,32,29.346,141.691,165.97,26.779,0,2,0,8
151,27.904,1021.878,40,37,21.999,30.604,179.277,34.77,0,2,0,4
152,43.207,714.399,40,37,6.695,14.346,38.417,15.523,0,2,0,4
153,633.998,1035.524,40,37,28.652,140.961,143.965,32.517,0,2,0,8
154,633.752,415.637,40,37,28.889,142.085,268.655,43.037,0,2,0,8
155,633.689,115.508,40,37,29.282,141.642,162.497,41.125,0,2,0,8
156,43.254,721.947,40,42,6.695,5.738,21.038,7.043,0,2,0,4
157,34.648,434.073,40,42,4.78,5.738,18.294,6.106,0,2,0,4
158,634.045,1034.943,40,42,28.652,140.962,159.604,36.343,0,2,0,8
159,633.799,415.055,40,42,28.889,142.085,261.304,43.037,0,2,0,8
160,633.736,114.927,40,42,29.282,141.642,154.244,41.125,0,2,0,8
161,31.848,1034.753,40,42,29.346,141.691,139.555,28.692,0,2,0,8
162,634.205,1035.14,40,47,28.648,140.963,125.946,21.997,0,2,0,8
163,633.896,115.125,40,47,29.282,141.643,158.499,39.212,0,2,0,8
164,633.998,1035.458,40,52,28.648,140.961,144.505,31.561,0,2,0,8
165,633.685,115.445,40,52,29.278,141.642,155.507,38.256,0,2,0,8
166,31.803,1035.271,40,52,29.343,141.691,119.064,28.692,0,2,0,8
167,34.117,433.386,40,57,3.826,4.782,10.976,5.223,0,2,0,4
168,633.994,1035.689,40,57,28.648,140.961,135.789,32.517,0,2,0,8
169,633.685,115.671,40,57,29.282,141.642,100.152,25.822,0,2,0,8
170,31.799,1035.499,40,57,29.346,141.691,164.526,30.604,0,2,0,8
171,633.976,1035.673,35,57,28.65,140.961,137.001,26.779,0,2,0,8
172,31.781,1035.486,35,57,29.345,141.691,126.937,22.953,0,2,0,8
173,105.729,970.315,42,60,8.606,17.216,90.553,17.807,0,2,0,6
174,628.328,1070.963,44,59,64.079,91.812,1432.387,105.973,0,2,0,29
175,29.064,1019.962,35,52,24.866,34.431,271.66,39.504,0,2,0,4
176,43.41,733.523,35,52,3.826,4.782,12.806,4.857,0,2,0,4
177,634.082,1035.521,35,52,28.648,140.963,95.061,21.997,0,2,0,8
178,31.886,1035.33,35,52,29.346,141.691,133.462,31.561,0,2,0,8
179,626.526,178.994,36,63,15.303,8.606,85.98,15.308,0,2,0,4
180,210.975,456.345,36,63,10.521,8.61,67.686,10.524,0,2,0,2
181,177.448,85.687,37,62,11.478,9.563,86.895,12.14,0,2,0,2
182,39.576,737.611,35,47,13.39,8.608,49.393,14.639,0,2,0,4
183,634.072,1035.783,35,47,28.65,140.963,142.143,22.953,0,2,0,8
184,634.058,1035.741,35,42,28.65,140.961,84.555,19.128,0,2,0,8
185,45.187,717.539,35,37,3.826,6.695,16.464,6.99,0,2,0,4
186,633.947,1035.796,35,37,28.65,140.961,148.687,28.692,0,2,0,8
187,633.636,115.779,35,37,29.282,141.642,133.944,32.517,0,2,0,8
188,31.75,1035.605,35,37,29.346,141.691,150.576,31.561,0,2,0,8
189,22.199,738.995,35,32,3.824,3.826,10.061,4.339,0,2,0,4
190,35.111,438.689,35,32,6.695,3.826,17.379,6.695,0,2,0,4
191,633.912,1035.733,35,32,28.65,140.961,121.125,21.041,0,2,0,8
192,31.717,1035.542,35,32,29.346,141.691,158.382,27.735,0,2,0,8
193,634.045,1035.719,35,27,28.65,140.961,104.67,21.041,0,2,0,8
194,633.732,115.703,35,27,29.28,141.642,81.668,19.128,0,2,0,8
195,31.849,1035.53,35,27,29.345,141.691,210.309,35.386,0,2,0,8
196,44.802,711.708,35,22,4.782,4.782,13.72,6.367,0,2,0,4
197,642.547,685.886,35,22,12.434,39.212,225.011,39.212,0,2,0,4
198,634.041,1035.703,35,22,28.65,140.961,179.719,31.561,0,2,0,8
199,633.728,115.687,35,22,29.282,141.642,133.998,31.561,0,2,0,8
200,31.844,1035.513,35,22,29.346,141.69,168.978,25.822,0,2,0,8
201,643.478,692.059,35,17,10.521,36.343,191.168,36.343,0,2,0,4
202,634.015,1035.661,35,17,28.648,140.963,133.765,25.822,0,2,0,8
203,633.705,115.643,35,17,29.282,141.642,89.578,22.953,0,2,0,8
204,31.82,1035.469,35,17,29.346,141.691,145.507,25.822,0,2,0,8
205,27.056,1027.395,35,12,21.04,35.387,290.868,39.353,0,2,0,4
206,644.881,685.006,35,12,7.65,25.822,139.946,25.822,0,2,0,4
207,633.986,1035.78,35,12,28.65,140.961,185.973,32.517,0,2,0,8
208,633.674,115.762,35,12,29.28,141.642,152.781,31.561,0,2,0,8
209,31.789,1035.588,35,12,29.346,141.691,148.546,30.604,0,2,0,8
210,29.472,1036.489,35,7,25.822,28.692,250.622,33.417,0,2,0,4
211,36.168,449.266,35,7,8.606,5.737,28.355,8.757,0,2,0,4
212,634.011,1035.79,35,7,28.65,140.961,134.367,21.041,0,2,0,8
213,633.703,115.774,35,7,29.28,141.644,93.597,22.953,0,2,0,8
214,31.816,1035.6,35,7,29.345,141.691,159.893,24.866,0,2,0,8
215,471.594,178.958,36,12,3.824,4.782,5.488,5.69,0,2,0,2
216,503.596,674.468,36,9,6.695,4.784,24.696,6.99,0,2,0,2
217,633.658,1034.467,30,7,31.561,49.732,450.937,50.108,0,2,0,4
218,633.904,715.846,30,7,28.553,140.615,134.338,24.866,0,2,0,8
219,634,1035.68,30,7,28.648,140.963,127.212,20.084,0,2,0,8
220,633.689,115.665,30,7,29.282,141.644,100.029,23.91,0,2,0,8
221,31.804,1035.491,30,7,29.346,141.691,195.364,26.779,0,2,0,8
222,448.907,721.44,32,8,5.737,4.782,21.038,5.74,0,2,0,2
223,643.232,683.52,30,12,10.521,24.866,147.263,24.866,0,2,0,4
224,634.011,1035.727,30,12,28.648,140.963,178.353,32.517,0,2,0,8
225,633.701,115.711,30,12,29.282,141.642,139.194,32.517,0,2,0,8
226,31.816,1035.538,30,12,29.346,141.691,227.645,37.299,0,2,0,8
227,642.791,688.371,30,17,11.477,26.779,180.192,27.009,0,2,0,4
228,634.048,1034.842,30,17,28.648,140.963,144.502,24.866,0,2,0,8
229,633.738,114.825,30,17,29.282,141.642,165.33,40.168,0,2,0,8
230,31.853,1034.651,30,17,29.346,141.691,162.639,24.866,0,2,0,8
231,39.431,743.651,30,22,5.737,3.825,10.976,6.106,0,2,0,4
232,45.171,408.915,30,22,3.826,5.738,11.891,6.472,0,2,0,4
233,634.171,1035.606,30,22,28.65,140.961,144.08,32.517,0,2,0,8
234,633.859,115.59,30,22,29.28,141.642,145.727,35.386,0,2,0,8
235,31.976,1035.416,30,22,29.345,141.69,171.653,34.43,0,2,0,8
236,634.181,1035.469,30,27,28.65,140.961,121.853,32.517,0,2,0,8
237,633.873,115.453,30,27,29.282,141.642,137.446,32.517,0,2,0,8
238,31.988,1035.279,30,27,29.346,141.691,154.651,22.953,0,2,0,8
239,634.119,1034.895,30,32,28.648,140.961,164.858,31.561,0,2,0,8
240,633.808,114.878,30,32,29.282,141.642,79.04,19.128,0,2,0,8
241,31.923,1034.704,30,32,29.346,141.691,168.343,27.735,0,2,0,8
242,634.127,1035.377,30,37,28.65,140.961,125.276,22.953,0,2,0,8
243,633.818,115.36,30,37,29.282,141.642,133.608,32.517,0,2,0,8
244,31.933,1035.186,30,37,29.346,141.691,160.376,25.822,0,2,0,8
245,32.404,1022.855,30,42,29.648,22.953,256.11,34.052,0,2,0,4
246,43.404,721.594,30,42,7.65,7.651,27.44,9.072,0,2,0,4
247,634.314,1034.59,30,42,28.65,140.962,107.361,19.128,0,2,0,8
248,634.003,114.572,30,42,29.282,141.643,83.648,20.084,0,2,0,8
249,32.119,1034.399,30,42,29.346,141.691,169.419,29.648,0,2,0,8
250,634.261,1035.556,30,47,28.648,140.961,163.877,29.648,0,2,0,8
251,633.951,115.54,30,47,29.282,141.642,86.535,21.041,0,2,0,8
252,634.173,1035.345,30,52,28.648,140.961,95.97,19.128,0,2,0,8
253,633.863,115.33,30,52,29.282,141.642,81.39,21.041,0,2,0,8
254,31.978,1035.156,30,52,29.346,141.691,173.647,34.43,0,2,0,8
255,45.173,724.863,30,57,3.824,4.782,10.976,4.782,0,2,0,4
256,634.173,1035.468,30,57,28.65,140.961,149.573,29.648,0,2,0,8
257,31.978,1035.279,30,57,29.346,141.691,171.243,22.953,0,2,0,8
258,29.074,1028.144,30,62,22.953,38.258,171.96,41.853,0,2,0,4
259,634.33,1035.097,30,62,28.65,140.961,133.217,24.866,0,2,0,8
260,634.021,115.077,30,62,29.28,141.64,140.644,32.517,0,2,0,8
261,38.087,431.05,20,62,14.345,5.737,42.99,14.791,0,2,0,4
262,32.159,115.784,20,62,27.832,141.3,135.576,27.735,0,2,0,8
263,633.773,415.855,20,62,28.889,142.082,102.945,15.302,0,2,0,8
264,31.821,1035.554,20,62,29.346,141.693,153.239,36.343,0,2,0,8
265,29.132,1022.386,25,62,24.866,29.648,338.431,36.122,0,2,0,4
266,633.79,1035.554,25,62,28.648,140.961,106.202,21.997,0,2,0,8
267,633.48,115.534,25,62,29.282,141.64,103.5,25.822,0,2,0,8
268,31.595,1035.363,25,62,29.346,141.693,160.004,27.735,0,2,0,8
269,31.884,1035.578,20,57,29.346,141.691,152.585,25.822,0,2,0,8
270,645.263,690.497,25,57,5.737,14.347,42.99,14.346,0,2,0,4
271,634.007,1035.533,25,57,28.65,140.963,75.705,19.128,0,2,0,8
272,31.812,1035.341,25,57,29.345,141.691,162.909,32.517,0,2,0,8
273,634.044,1035.529,20,52,28.65,140.961,0,0,0,2,0,8
274,633.798,415.642,20,52,28.889,142.086,0,0,0,2,0,8
275,31.849,1035.339,20,52,29.346,141.691,190.675,37.299,0,2,0,8
276,633.859,1035.533,25,52,28.65,140.961,100.864,29.648,0,2,0,8
277,634.048,1035.814,20,47,28.648,140.961,57.496,15.302,0,2,0,8
278,633.802,415.926,20,47,28.889,142.085,76.798,13.389,0,2,0,8
279,31.853,1035.625,20,47,29.346,141.691,134.959,21.997,0,2,0,8
280,641.38,688.748,25,47,13.39,16.258,65.857,16.621,0,2,0,4
281,633.951,1035.695,25,47,28.648,140.961,89.91,19.128,0,2,0,8
282,44.718,714.175,20,42,4.782,3.825,11.891,5.223,0,2,0,4
283,633.954,1035.778,20,42,28.65,140.961,104.795,23.91,0,2,0,8
284,31.759,1035.588,20,42,29.345,141.69,138.386,24.866,0,2,0,8
285,634.025,1035.767,25,42,28.648,140.961,100.97,22.953,0,2,0,8
286,633.915,1035.762,20,37,28.648,140.961,59.861,15.302,0,2,0,8
287,31.72,1035.572,20,37,29.346,141.691,145.048,22.953,0,2,0,8
288,542.39,222.424,24,39,5.737,15.302,60.369,15.302,0,2,0,6
289,633.947,1035.644,25,37,28.65,140.961,137.137,28.692,0,2,0,8
290,633.638,115.628,25,37,29.28,141.642,111.228,27.735,0,2,0,8
291,31.751,1035.453,25,37,29.345,141.691,146.676,30.604,0,2,0,8
292,633.843,1035.772,20,32,28.65,140.961,69.609,21.997,0,2,0,8
293,31.648,1035.582,20,32,29.346,141.691,150.923,29.648,0,2,0,8
294,22.976,739.296,25,32,4.782,4.782,11.891,5.223,0,2,0,4
295,633.853,1035.555,25,32,28.648,140.961,100.318,21.997,0,2,0,8
296,31.658,1035.365,25,32,29.346,141.691,195.581,34.43,0,2,0,8
297,29.898,1025.447,20,27,26.779,31.561,353.981,40.18,0,2,0,4
298,633.956,1035.747,20,27,28.65,140.961,93.602,25.822,0,2,0,8
299,31.761,1035.556,20,27,29.345,141.691,187.097,34.43,0,2,0,8
300,45.241,714.138,20,22,3.826,5.738,11.891,6.106,0,2,0,4
301,634.001,1035.741,20,22,28.648,140.962,101.585,26.779,0,2,0,8
302,31.806,1035.551,20,22,29.346,141.691,176.065,26.779,0,2,0,8
303,44.521,737.385,25,27,3.824,4.782,11.891,5.223,0,2,0,4
304,633.876,1035.557,25,27,28.65,140.961,84.765,19.128,0,2,0,8
305,31.681,1035.367,25,27,29.345,141.691,182.029,35.386,0,2,0,8
306,633.939,1035.748,25,22,28.65,140.962,95.62,21.041,0,2,0,8
307,31.742,1035.558,25,22,29.346,141.691,161.619,34.43,0,2,0,8
308,30.392,1028.328,20,17,27.735,31.561,300.929,34.721,0,2,0,4
309,633.972,1035.756,20,17,28.65,140.963,99.992,21.041,0,2,0,8
310,31.777,1035.565,20,17,29.346,141.691,149.898,24.866,0,2,0,8
311,109.147,372.466,24,20,5.739,5.739,20.123,5.74,0,2,0,6
312,633.781,1035.469,25,17,28.648,140.961,118.628,25.822,0,2,0,8
313,31.585,1035.282,25,17,29.346,141.691,129.307,24.866,0,2,0,8
314,26.616,1027.102,20,12,20.084,34.43,298.185,37.738,0,2,0,4
315,43.833,721.536,20,12,6.695,6.695,22.867,7.722,0,2,0,4
316,634.025,1035.967,20,12,28.648,140.961,119.397,27.735,0,2,0,8
317,633.714,115.952,20,12,29.282,141.642,93.465,20.084,0,2,0,8
318,31.829,1035.778,20,12,29.346,141.691,205.25,37.299,0,2,0,8
319,633.806,1035.696,25,12,28.65,140.961,101.971,21.041,0,2,0,8
320,31.609,1035.504,25,12,29.346,141.691,168.863,29.648,0,2,0,8
321,641.556,692.784,20,7,14.347,29.648,179.277,29.648,0,2,0,4
322,634.007,1035.907,20,7,28.648,140.961,96.998,19.128,0,2,0,8
323,31.812,1035.715,20,7,29.346,141.691,167.238,25.822,0,2,0,8
324,28.236,1033.378,25,7,22.953,30.605,230.499,34.57,0,2,0,4
325,45.451,421.29,25,7,3.826,5.739,11.891,6.106,0,2,0,4
326,633.152,149.196,25,7,29.648,39.211,307.332,44.914,0,2,0,4
327,633.851,1035.547,25,7,28.648,140.961,139.705,23.91,0,2,0,8
328,633.54,115.53,25,7,29.282,141.64,91.688,23.91,0,2,0,8
329,31.656,1035.356,25,7,29.346,141.691,175.495,25.822,0,2,0,8
330,353.585,186.845,20,4,8.608,8.61,55.795,9.123,0,2,0,2
331,44.663,718.18,20,2,4.782,3.822,10.061,4.857,0,2,0,4
332,32.04,115.997,20,2,27.83,141.296,53.034,14.346,0,2,0,8
333,633.9,1035.958,20,2,28.648,140.965,71.585,18.171,0,2,0,8
334,31.704,1035.766,20,2,29.346,141.689,133.987,27.735,0,2,0,8
335,633.771,1035.755,25,2,28.65,140.961,113.862,21.997,0,2,0,8
336,31.574,1035.563,25,2,29.346,141.689,243.067,39.212,0,2,0,8
337,36.951,749.831,21,25,4.782,4.782,14.635,6.367,0,2,0,4
338,228.727,437.059,12,50,9.563,6.695,45.734,9.564,0,2,0,2
339,42.087,987.497,6,71,3.825,9.563,21.952,9.641,0,2,0,4
340,36.745,423.53,15,67,12.433,6.695,41.161,13.389,0,2,0,4
341,32.016,115.437,15,67,27.831,141.296,96.852,20.084,0,2,0,8
342,633.875,1035.398,15,67,28.649,140.961,95.992,20.084,0,2,0,8
343,35.562,430.788,15,62,11.477,6.695,42.99,12.14,0,2,0,4
344,32.267,115.046,15,62,27.831,141.3,116.711,18.171,0,2,0,8
345,633.88,415.12,15,62,28.889,142.086,0,0,0,2,0,8
346,633.816,114.995,15,62,29.281,141.644,78.728,21.041,0,2,0,8
347,31.931,1034.816,15,62,29.346,141.689,164.735,28.692,0,2,0,8
348,38.915,431.97,15,57,16.258,7.65,48.478,17.29,0,2,0,4
349,32.272,114.79,15,57,27.831,141.3,74.082,17.215,0,2,0,8
350,634.133,1034.753,15,57,28.649,140.961,75.33,23.91,0,2,0,8
351,633.886,414.865,15,57,28.889,142.084,52.265,12.433,0,2,0,8
352,31.936,1034.562,15,57,29.346,141.691,150.446,23.91,0,2,0,8
353,32.23,115.541,15,52,27.831,141.3,123.544,20.084,0,2,0,8
354,634.091,1035.503,15,52,28.649,140.961,170.274,30.604,0,2,0,8
355,633.844,415.617,15,52,28.889,142.086,105.147,26.779,0,2,0,8
356,633.78,115.488,15,52,29.281,141.642,92.771,27.735,0,2,0,8
357,31.894,1035.314,15,52,29.346,141.691,193.273,40.168,0,2,0,8
358,149.415,950.935,8,47,5.738,4.782,20.123,6.472,0,2,0,2
359,37.005,429.316,15,47,10.52,5.739,37.502,11.622,0,2,0,4
360,32.276,115.005,15,47,27.831,141.299,71.302,15.302,0,2,0,8
361,634.135,1034.966,15,47,28.649,140.961,52.914,16.259,0,2,0,8
362,633.889,415.078,15,47,28.889,142.085,0,0,0,2,0,8
363,633.823,114.949,15,47,29.281,141.643,56.242,16.259,0,2,0,8
364,31.938,1034.775,15,47,29.346,141.689,147.476,30.604,0,2,0,8
365,37.979,422.177,15,42,10.52,6.694,42.99,11.622,0,2,0,4
366,32.293,115.039,15,42,27.831,141.299,0,0,0,2,0,8
367,634.15,1035.002,15,42,28.649,140.961,105.305,19.128,0,2,0,8
368,633.904,415.114,15,42,28.889,142.085,51.167,21.041,0,2,0,8
369,31.955,1034.81,15,42,29.346,141.691,139.133,25.822,0,2,0,8
370,315.737,926.658,6,39,7.651,12.433,70.43,12.657,0,2,0,2
371,44.999,716.065,15,37,3.825,5.738,12.806,6.472,0,2,0,4
372,36.87,426.279,15,37,10.52,7.651,37.502,12.453,0,2,0,4
373,32.14,114.837,15,37,27.832,141.299,75.468,18.171,0,2,0,8
374,633.999,1034.799,15,37,28.65,140.961,52.826,15.302,0,2,0,8
375,633.752,414.911,15,37,28.89,142.085,56.926,14.346,0,2,0,8
376,633.688,114.782,15,37,29.282,141.642,84.624,20.084,0,2,0,8
377,31.804,1034.608,15,37,29.346,141.691,174.676,31.561,0,2,0,8
378,31.998,737.441,15,32,4.782,4.782,14.635,5.223,0,2,0,4
379,38.693,430.919,15,32,12.433,7.651,38.417,14.121,0,2,0,4
380,32.051,114.695,15,32,27.831,141.299,68.19,11.477,0,2,0,8
381,633.91,1034.657,15,32,28.649,140.961,87.592,21.041,0,2,0,8
382,31.714,1034.466,15,32,29.346,141.691,162.362,28.692,0,2,0,8
383,42.156,436.291,15,27,9.564,4.782,21.038,10.007,0,2,0,4
384,32.166,114.807,15,27,27.831,141.299,106.619,20.084,0,2,0,8
385,634.026,1034.77,15,27,28.649,140.961,51.807,12.433,0,2,0,8
386,31.829,1034.579,15,27,29.346,141.691,195,35.386,0,2,0,8
387,44.909,716.686,15,22,3.825,9.564,21.952,9.564,0,2,0,4
388,38.214,428.812,15,22,9.564,5.738,31.099,10.373,0,2,0,4
389,32.051,115.457,15,22,27.832,141.299,58.989,14.346,0,2,0,8
390,633.909,1035.419,15,22,28.649,140.962,0,0,0,2,0,8
391,633.663,415.532,15,22,28.889,142.085,0,0,0,2,0,8
392,633.599,115.404,15,22,29.282,141.643,84.107,19.128,0,2,0,8
393,31.714,1035.229,15,22,29.346,141.691,190.047,29.648,0,2,0,8
394,38.203,423.953,15,17,9.564,5.739,31.099,10.007,0,2,0,4
395,32.04,115.381,15,17,27.832,141.3,95.21,21.041,0,2,0,8
396,633.899,1035.344,15,17,28.649,140.961,61.088,14.346,0,2,0,8
397,633.653,415.457,15,17,28.89,142.084,67.001,30.604,0,2,0,8
398,31.703,1035.153,15,17,29.346,141.689,150.791,29.648,0,2,0,8
399,38.681,427.895,15,12,8.608,5.737,29.27,9.855,0,2,0,4
400,32.038,115.497,15,12,27.832,141.298,121.93,21.041,0,2,0,8
401,633.65,415.571,15,12,28.89,142.086,50.761,14.346,0,2,0,8
402,633.586,115.44,15,12,29.282,141.642,76.955,19.128,0,2,0,8
403,31.701,1035.266,15,12,29.346,141.691,220.135,38.256,0,2,0,8
404,44.513,728.214,15,7,4.782,11.477,28.355,11.477,0,2,0,4
405,38.296,431.255,15,7,7.651,4.782,21.952,8.239,0,2,0,4
406,32.133,115.508,15,7,27.832,141.3,78.749,14.346,0,2,0,8
407,633.681,115.454,15,7,29.282,141.644,76.414,18.171,0,2,0,8
